Index_Name,Date,Value_Without_Dividends__USD_,Value_With_Dividends__USD_,Value_With_Dividends_Net_of_Tax__USD_,Value_Without_Dividends__GBP_,Value_With_Dividends__GBP_,Value_With_Dividends_Net_of_Tax__GBP_,Value_Without_Dividends__EUR_,Value_With_Dividends__EUR_,Value_With_Dividends_Net_of_Tax__EUR_,Value_Without_Dividends__AUD_,Value_With_Dividends__AUD_,Value_With_Dividends_Net_of_Tax__AUD_,Value_Without_Dividends__JPY_,Value_With_Dividends__JPY_,Value_With_Dividends_Net_of_Tax__JPY_
Russell RAFI Europe,09/13/2023,1314.558585,2121.887748,,1638.515747,2644.801477,,1599.113227,2581.200109,,1971.479035,3182.252399,,,,
Russell RAFI Europe,09/12/2023,1314.673621,2122.073433,,1642.076839,2650.549596,,1602.985029,2587.449758,,1973.187950,3185.010834,,,,
Russell RAFI Europe,09/11/2023,1318.125087,2127.621861,,1638.174637,2644.222619,,1602.332645,2586.369076,,1972.527359,3183.910518,,,,
Russell RAFI Europe,09/08/2023,1305.949919,2107.933069,,1628.633009,2628.775674,,1592.125281,2569.848569,,1967.453561,3175.665746,,,,
Russell RAFI Europe,09/07/2023,1301.711713,2101.092184,,1624.453510,2622.029547,,1588.440795,2563.901443,,1965.989315,3173.302307,,,,
Russell RAFI Europe,09/06/2023,1304.397610,2105.277817,,1626.111066,2624.518420,,1591.272374,2568.289304,,1970.354856,3180.122639,,,,
Russell RAFI Europe,09/05/2023,1311.434800,2116.442297,,1626.484512,2624.881249,,1599.782545,2581.788621,,1981.295635,3197.488646,,,,
Russell RAFI Europe,09/04/2023,1322.757226,2134.710144,,1632.400386,2634.422700,,1602.074658,2585.482019,,1972.715387,3183.634506,,,,
Russell RAFI Europe,09/01/2023,1327.077845,2141.682904,,1637.407970,2642.504108,,1604.035758,2588.646909,,1979.465549,3194.528145,,,,
Russell RAFI Europe,08/31/2023,1332.339860,2150.132421,,1637.154410,2642.042680,,1603.570660,2587.845165,,1981.177355,3197.227517,,,,
Russell RAFI Europe,08/30/2023,1342.843670,2165.771708,,1642.801156,2649.550610,,1605.121052,2588.779200,,1990.955593,3211.062755,,,,
Russell RAFI Europe,08/29/2023,1330.798929,2146.342986,,1645.911992,2654.564551,,1605.339826,2589.128832,,1989.638315,3208.934235,,,,
Russell RAFI Europe,08/28/2023,1314.435557,2119.845263,,1627.419139,2624.606993,,1589.049120,2562.726056,,1971.294526,3179.189229,,,,
Russell RAFI Europe,08/25/2023,1299.841168,2096.308282,,1612.491027,2600.531801,,1576.512120,2542.507111,,1960.243750,3161.367180,,,,
Russell RAFI Europe,08/24/2023,1307.772316,2109.092173,,1609.888373,2596.325771,,1576.034721,2541.728750,,1956.730752,3155.691141,,,,
Russell RAFI Europe,08/23/2023,1311.735866,2114.985804,,1610.375112,2596.498724,,1579.791104,2547.186400,,1954.764942,3151.777892,,,,
Russell RAFI Europe,08/22/2023,1311.653635,2114.788461,,1604.013915,2586.163014,,1579.109720,2546.009805,,1965.591926,3169.137807,,,,
Russell RAFI Europe,08/21/2023,1308.410788,2109.559996,,1600.488209,2580.478493,,1569.852465,2531.084267,,1969.312539,3175.136578,,,,
Russell RAFI Europe,08/18/2023,1305.403488,2104.691706,,1596.872313,2574.624584,,1568.260851,2528.494550,,1961.108259,3161.879314,,,,
Russell RAFI Europe,08/17/2023,1315.083905,2120.208990,,1605.120185,2587.812256,,1577.569185,2543.393890,,1972.266872,3179.734720,,,,
Russell RAFI Europe,08/16/2023,1322.798817,2132.057536,,1615.106314,2603.192218,,1584.277943,2553.503740,,1973.235774,3180.417269,,,,
Russell RAFI Europe,08/15/2023,1327.889674,2140.153809,,1622.212582,2614.512716,,1585.650293,2555.585439,,1969.693898,3174.546789,,,,
Russell RAFI Europe,08/14/2023,1335.260885,2152.022606,,1642.039564,2646.453814,,1599.570040,2578.006235,,1983.683157,3197.076351,,,,
Russell RAFI Europe,08/11/2023,1342.948162,2164.344255,,1644.738169,2650.720040,,1598.881735,2576.816138,,1984.846281,3198.850682,,,,
Russell RAFI Europe,08/10/2023,1361.018946,2193.218224,,1664.121081,2681.653104,,1613.558018,2600.173099,,1998.824093,3221.011317,,,,
Russell RAFI Europe,08/09/2023,1347.723721,2168.884860,,1648.188545,2652.421358,,1602.887378,2579.518422,,1987.786104,3198.933965,,,,
Russell RAFI Europe,08/08/2023,1334.004034,2146.291274,,1632.820857,2627.060391,,1591.932879,2561.275349,,1972.989628,3174.361033,,,,
Russell RAFI Europe,08/07/2023,1350.694741,2173.145106,,1646.713138,2649.411808,,1603.501064,2579.887507,,1980.339769,3186.186742,,,,
Russell RAFI Europe,08/04/2023,1352.937842,2176.396090,,1651.387375,2656.495306,,1603.322651,2579.176248,,1978.507926,3182.715998,,,,
Russell RAFI Europe,08/03/2023,1335.557005,2148.432228,,1638.069687,2635.066638,,1595.827095,2567.113459,,1967.731637,3165.374484,,,,
Russell RAFI Europe,08/02/2023,1340.185507,2154.952553,,1644.912721,2644.938965,,1602.163617,2576.200502,,1973.343418,3173.039414,,,,
Russell RAFI Europe,08/01/2023,1365.449085,2195.530847,,1666.070794,2678.906055,,1624.560310,2612.160580,,1986.247781,3193.724557,,,,
Russell RAFI Europe,07/31/2023,1383.503793,2224.539178,,1674.258756,2692.044804,,1639.173603,2635.631299,,1977.269310,3179.256225,,,,
Russell RAFI Europe,07/28/2023,1384.255141,2225.745785,,1675.493560,2694.028448,,1638.577628,2634.671270,,1998.960129,3214.130800,,,,
Russell RAFI Europe,07/27/2023,1382.617120,2223.057442,,1675.594983,2694.125397,,1643.190279,2642.023106,,1979.233021,3182.333440,,,,
Russell RAFI Europe,07/26/2023,1378.558796,2216.296783,,1661.045015,2670.447378,,1627.631243,2616.728353,,1966.408424,3161.377429,,,,
Russell RAFI Europe,07/25/2023,1379.594734,2217.904542,,1670.826763,2686.103516,,1631.730230,2623.250002,,1958.314256,3148.282590,,,,
Russell RAFI Europe,07/24/2023,1378.329755,2215.868398,,1674.308622,2691.698086,,1625.010840,2612.444630,,1966.955722,3162.171469,,,,
Russell RAFI Europe,07/21/2023,1377.951518,2214.255788,,1670.265740,2683.980921,,1619.667899,2602.674313,,1971.674924,3168.320915,,,,
Russell RAFI Europe,07/20/2023,1379.871757,2217.341456,,1671.162265,2685.421563,,1616.978092,2598.352013,,1958.418825,3147.019444,,,,
Russell RAFI Europe,07/19/2023,1375.450728,2210.100877,,1661.929928,2670.421205,,1605.532247,2579.800320,,1960.232960,3149.740297,,,,
Russell RAFI Europe,07/18/2023,1375.701531,2210.503873,,1637.329650,2630.893003,,1599.322532,2569.822428,,1940.773397,3118.472293,,,,
Russell RAFI Europe,07/17/2023,1365.271003,2193.727886,,1625.039680,2611.126182,,1587.761731,2551.227689,,1928.601161,3098.891092,,,,
Russell RAFI Europe,07/14/2023,1372.721605,2205.683514,,1629.299554,2617.951922,,1595.006525,2562.850022,,1927.815009,3097.605345,,,,
Russell RAFI Europe,07/13/2023,1374.490908,2208.502216,,1632.208292,2622.596927,,1603.910246,2577.128240,,1920.497741,3085.814170,,,,
Russell RAFI Europe,07/12/2023,1358.852697,2182.769262,,1627.915698,2614.973906,,1596.141653,2563.934225,,1926.599476,3094.759370,,,,
Russell RAFI Europe,07/11/2023,1321.978429,2123.529643,,1596.019959,2563.729951,,1571.266348,2523.967557,,1913.187979,3073.205506,,,,
Russell RAFI Europe,07/10/2023,1307.966917,2100.965915,,1589.022207,2552.420442,,1556.595493,2500.333940,,1892.057317,3039.180793,,,,
Russell RAFI Europe,07/07/2023,1303.410145,2093.608981,,1582.621897,2542.094235,,1554.997519,2497.722441,,1878.130861,3016.756968,,,,
Russell RAFI Europe,07/06/2023,1287.900160,2068.646505,,1579.556033,2537.108983,,1548.087270,2486.563337,,1874.573981,3010.971683,,,,
Russell RAFI Europe,07/05/2023,1319.622146,2119.534005,,1615.661954,2595.023479,,1585.269696,2546.208427,,1905.768498,3060.983140,,,,
Russell RAFI Europe,07/04/2023,1333.846974,2142.280307,,1632.051285,2621.223721,,1598.242670,2566.923991,,1917.398223,3079.517018,,,,
Russell RAFI Europe,07/03/2023,1334.562002,2143.039892,,1637.558767,2629.592150,,1598.439645,2566.774658,,1923.018698,3087.983757,,,,
Russell RAFI Europe,06/30/2023,1328.743137,2133.408997,,1627.340961,2612.832949,,1590.959685,2554.419747,,1922.400196,3086.575398,,,,
Russell RAFI Europe,06/29/2023,1312.417693,2107.193596,,1619.512120,2600.258735,,1574.515398,2528.012828,,1906.082758,3060.371255,,,,
Russell RAFI Europe,06/28/2023,1310.960419,2104.384321,,1618.547631,2598.130507,,1571.035690,2521.863229,,1912.764259,3070.413920,,,,
Russell RAFI Europe,06/27/2023,1309.691995,2102.335817,,1600.044210,2568.413232,,1562.420560,2508.019225,,1884.644744,3025.257969,,,,
Russell RAFI Europe,06/26/2023,1303.231205,2091.940749,,1596.535460,2562.751394,,1560.556222,2504.997686,,1879.560363,3017.061669,,,,
Russell RAFI Europe,06/23/2023,1299.716669,2086.222996,,1592.292585,2555.847352,,1560.137602,2504.234207,,1874.772350,3009.266006,,,,
Russell RAFI Europe,06/22/2023,1313.963577,2109.084259,,1605.451731,2576.961062,,1566.157653,2513.888901,,1871.496325,3003.997607,,,,
Russell RAFI Europe,06/21/2023,1322.946318,2123.202282,,1617.887208,2596.554195,,1577.512216,2531.756196,,1881.646827,3019.863151,,,,
Russell RAFI Europe,06/20/2023,1320.014319,2117.845170,,1613.794537,2589.189312,,1581.668100,2537.645311,,1879.002890,3014.692446,,,,
Russell RAFI Europe,06/19/2023,1331.510667,2136.260138,,1620.026658,2599.151818,,1592.157299,2554.438545,,1872.670260,3004.490257,,,,
Russell RAFI Europe,06/16/2023,1343.298913,2154.887015,,1632.583232,2618.949791,,1606.106105,2576.475837,,1882.925008,3020.541900,,,,
Russell RAFI Europe,06/15/2023,1336.448112,2143.752248,,1632.667973,2618.908738,,1599.965197,2566.451295,,1876.599788,3010.191701,,,,
Russell RAFI Europe,06/14/2023,1331.695404,2135.984863,,1633.269080,2619.696682,,1602.647347,2570.580678,,1877.728947,3011.800294,,,,
Russell RAFI Europe,06/13/2023,1317.859222,2113.761994,,1627.904108,2611.054183,,1593.630511,2556.081524,,1869.166332,2998.023377,,,,
Russell RAFI Europe,06/12/2023,1304.193933,2090.877535,,1623.257863,2602.399315,,1585.176455,2541.347382,,1861.021763,2983.581273,,,,
Russell RAFI Europe,06/09/2023,1306.193976,2093.684559,,1616.636663,2591.289870,,1586.205309,2542.511773,,1865.257604,2989.801757,,,,
Russell RAFI Europe,06/08/2023,1309.573032,2099.086646,,1626.767014,2607.510106,,1588.315409,2545.876849,,1880.259303,3013.827482,,,,
Russell RAFI Europe,06/07/2023,1300.830801,2083.777685,,1625.438584,2603.761111,,1586.995223,2542.179376,,1879.194066,3010.247496,,,,
Russell RAFI Europe,06/06/2023,1297.881547,2079.004838,,1628.746228,2608.998716,,1585.915088,2540.389876,,1876.200008,3005.381273,,,,
Russell RAFI Europe,06/05/2023,1296.977519,2076.923947,,1627.349423,2605.967287,,1581.703397,2532.871707,,1886.930768,3021.649676,,,,
Russell RAFI Europe,06/02/2023,1303.826347,2087.414120,,1626.375514,2603.812403,,1587.980250,2542.341934,,1898.615837,3039.666683,,,,
Russell RAFI Europe,06/01/2023,1281.889504,2052.092681,,1594.222418,2552.085921,,1560.389621,2497.925218,,1882.899891,3014.210720,,,,
Russell RAFI Europe,05/31/2023,1261.377550,2018.614142,,1584.660579,2535.972086,,1545.574859,2473.422227,,1877.106207,3003.980162,,,,
Russell RAFI Europe,05/30/2023,1286.865260,2059.192625,,1614.596269,2583.615264,,1567.030483,2507.502311,,1901.811116,3043.205490,,,,
Russell RAFI Europe,05/29/2023,1297.343349,2073.825428,,1635.253689,2613.980859,,1582.518889,2529.683382,,1910.260890,3053.584550,,,,
Russell RAFI Europe,05/26/2023,1297.822428,2074.303817,,1638.576795,2618.930006,,1583.620848,2531.094160,,1920.656952,3069.777467,,,,
Russell RAFI Europe,05/25/2023,1288.696087,2059.516322,,1626.790434,2599.838304,,1569.113632,2507.662721,,1906.564854,3046.956901,,,,
Russell RAFI Europe,05/24/2023,1301.855243,2080.004623,,1639.281977,2619.119220,,1580.128562,2524.608423,,1917.784035,3064.088483,,,,
Russell RAFI Europe,05/23/2023,1326.988831,2120.006695,,1663.262941,2657.240580,,1608.243603,2569.341297,,1930.010129,3083.397765,,,,
Russell RAFI Europe,05/22/2023,1330.721797,2125.894203,,1668.344784,2665.263704,,1609.706213,2571.585673,,1929.030238,3081.721672,,,,
Russell RAFI Europe,05/19/2023,1331.228999,2123.253772,,1666.565261,2658.100884,,1612.111151,2571.248887,,1925.852035,3071.652286,,,,
Russell RAFI Europe,05/18/2023,1321.527929,2107.551902,,1658.420705,2644.823189,,1602.963733,2556.381284,,1924.683686,3069.455192,,,,
Russell RAFI Europe,05/17/2023,1323.617964,2108.531138,,1653.182352,2633.529130,,1597.931707,2545.514531,,1919.310238,3057.472405,,,,
Russell RAFI Europe,05/16/2023,1330.076251,2118.231750,,1657.326871,2639.399353,,1598.931086,2546.400319,,1922.595942,3061.857365,,,,
Russell RAFI Europe,05/15/2023,1337.992731,2130.590043,,1665.325352,2651.827271,,1608.595795,2561.492379,,1926.808987,3068.208031,,,,
Russell RAFI Europe,05/12/2023,1335.007020,2125.259931,,1666.872309,2653.571761,,1605.449507,2555.789938,,1932.624009,3076.634285,,,,
Russell RAFI Europe,05/11/2023,1336.681312,2125.502477,,1662.032397,2642.854318,,1599.291678,2543.088163,,1920.612530,3054.031393,,,,
Russell RAFI Europe,05/10/2023,1347.982076,2140.265177,,1663.530101,2641.278106,,1604.874992,2548.148168,,1920.233335,3048.859929,,,,
Russell RAFI Europe,05/09/2023,1351.267306,2145.413656,,1667.782645,2647.946595,,1611.209289,2558.124803,,1926.052816,3058.003399,,,,
Russell RAFI Europe,05/08/2023,1360.585977,2158.664006,,1677.356165,2661.241877,,1613.703755,2560.252914,,1929.625108,3061.484048,,,,
Russell RAFI Europe,05/05/2023,1355.208234,2148.967090,,1672.514105,2652.122144,,1608.420816,2550.488782,,1935.680972,3069.428446,,,,
Russell RAFI Europe,05/04/2023,1334.683347,2114.311731,,1653.079694,2618.692889,,1584.924969,2510.726955,,1926.941621,3052.525743,,,,
Russell RAFI Europe,05/03/2023,1349.853806,2135.391268,,1677.071857,2653.031451,,1595.326048,2523.714272,,1948.259744,3082.035128,,,,
Russell RAFI Europe,05/02/2023,1339.188527,2117.758434,,1673.435199,2646.327559,,1593.389042,2519.744616,,1936.058127,3061.632729,,,,
Russell RAFI Europe,05/01/2023,1362.767142,2154.208696,,1694.738245,2678.975558,,1621.221776,2562.763615,,1974.294846,3120.887637,,,,
Russell RAFI Europe,04/28/2023,1369.358943,2164.628755,,1696.364695,2681.546587,,1620.283913,2561.281078,,1995.552291,3154.490569,,,,
Russell RAFI Europe,04/27/2023,1358.683050,2144.494395,,1696.706005,2678.017157,,1611.959059,2544.255754,,1977.899351,3121.842193,,,,
Russell RAFI Europe,04/26/2023,1360.974308,2146.855549,,1699.499148,2680.858231,,1609.852486,2539.445985,,1983.333451,3128.589864,,,,
Russell RAFI Europe,04/25/2023,1356.754990,2139.260956,,1703.451838,2685.914579,,1614.510497,2545.676481,,1969.733170,3105.773183,,,,
Russell RAFI Europe,04/24/2023,1372.715193,2163.527066,,1714.985666,2702.977227,,1625.801449,2562.414591,,1974.744890,3112.381971,,,,
Russell RAFI Europe,04/21/2023,1365.079175,2148.253192,,1714.317838,2697.857264,,1625.008229,2557.308893,,1966.403563,3094.569757,,,,
Russell RAFI Europe,04/20/2023,1366.672396,2150.466059,,1708.464290,2688.277366,,1626.163869,2558.777230,,1945.131830,3060.674960,,,,
Russell RAFI Europe,04/19/2023,1371.389624,2157.553156,,1715.118601,2698.328385,,1634.754864,2571.895291,,1964.620867,3090.860451,,,,
Russell RAFI Europe,04/18/2023,1372.335866,2158.737326,,1719.409378,2704.697367,,1635.285924,2572.367925,,1962.473318,3087.046334,,,,
