Index_Name,Date,Value_Without_Dividends__USD_,Value_With_Dividends__USD_,Value_With_Dividends_Net_of_Tax__USD_,Value_Without_Dividends__GBP_,Value_With_Dividends__GBP_,Value_With_Dividends_Net_of_Tax__GBP_,Value_Without_Dividends__EUR_,Value_With_Dividends__EUR_,Value_With_Dividends_Net_of_Tax__EUR_,Value_Without_Dividends__AUD_,Value_With_Dividends__AUD_,Value_With_Dividends_Net_of_Tax__AUD_,Value_Without_Dividends__JPY_,Value_With_Dividends__JPY_,Value_With_Dividends_Net_of_Tax__JPY_
Russell RAFI Global,09/22/2023,2029.002423,2961.164409,,2575.727757,3759.065674,,2486.850860,3629.357055,,3024.580439,4414.129745,,,,
Russell RAFI Global,09/21/2023,2033.606760,2967.726785,,2577.055476,3760.804063,,2492.026540,3636.717805,,3050.805199,4452.166705,,,,
Russell RAFI Global,09/20/2023,2061.917050,3008.943661,,2589.328664,3778.592389,,2512.693708,3666.759440,,3056.142539,4459.811184,,,,
Russell RAFI Global,09/19/2023,2066.109311,3014.711253,,2593.965628,3784.919475,,2524.750581,3683.926086,,3076.561222,4489.086655,,,,
Russell RAFI Global,09/18/2023,2065.186792,3013.321688,,2597.414995,3789.897827,,2527.050990,3687.229447,,3093.122144,4513.185962,,,,
Russell RAFI Global,09/15/2023,2071.240393,3021.982186,,2601.666283,3795.884431,,2536.596918,3700.946894,,3098.093433,4520.181818,,,,
Russell RAFI Global,09/14/2023,2075.314812,3027.864641,,2602.270667,3796.688238,,2541.825059,3708.498669,,3100.335571,4523.360212,,,,
Russell RAFI Global,09/13/2023,2052.741694,2994.156089,,2558.615210,3732.029866,,2497.086422,3642.283166,,3078.552193,4490.416802,,,,
Russell RAFI Global,09/12/2023,2054.188656,2996.035792,,2565.758954,3742.161479,,2504.677669,3653.074376,,3083.122866,4496.737157,,,,
Russell RAFI Global,09/11/2023,2055.662358,2997.945643,,2554.790869,3725.866811,,2498.894023,3644.347730,,3076.225678,4486.319133,,,,
Russell RAFI Global,09/08/2023,2043.554686,2980.132833,,2548.490237,3716.484556,,2491.362825,3633.175174,,3078.677740,4489.661411,,,,
Russell RAFI Global,09/07/2023,2043.075285,2979.285916,,2549.628143,3717.959526,,2493.105114,3635.535611,,3085.678755,4499.647822,,,,
Russell RAFI Global,09/06/2023,2049.740514,2988.259948,,2555.283532,3725.277117,,2500.537742,3645.464745,,3096.230892,4513.909297,,,,
Russell RAFI Global,09/05/2023,2056.433023,2997.838861,,2550.455776,3718.018217,,2508.584990,3656.979579,,3106.827553,4529.089093,,,,
Russell RAFI Global,09/04/2023,2075.409617,3025.362928,,2561.240561,3733.567668,,2513.659412,3664.207748,,3095.195705,4511.923943,,,,
Russell RAFI Global,09/01/2023,2070.625690,3018.239913,,2554.830541,3724.039331,,2502.760228,3648.139230,,3088.539407,4501.998093,,,,
Russell RAFI Global,08/31/2023,2064.313733,3008.906059,,2536.590274,3697.287735,,2484.555956,3621.443461,,3069.615902,4474.216171,,,,
Russell RAFI Global,08/30/2023,2069.759110,3015.821684,,2532.091214,3689.480361,,2474.013911,3604.856606,,3068.710504,4471.382025,,,,
Russell RAFI Global,08/29/2023,2060.071350,3001.207327,,2547.865096,3711.847842,,2485.059546,3620.349810,,3079.952051,4487.016755,,,,
Russell RAFI Global,08/28/2023,2038.432668,2969.563105,,2523.809038,3676.653304,,2464.304637,3589.968040,,3057.092560,4453.534040,,,,
Russell RAFI Global,08/25/2023,2019.844301,2942.368713,,2505.675993,3650.094537,,2449.767785,3568.651347,,3046.054597,4437.280508,,,,
Russell RAFI Global,08/24/2023,2025.141053,2949.868298,,2492.980616,3631.334458,,2440.556797,3554.972684,,3030.080791,4413.687261,,,,
Russell RAFI Global,08/23/2023,2034.385729,2963.059935,,2497.548654,3637.651527,,2450.115575,3568.565782,,3031.666667,4415.588407,,,,
Russell RAFI Global,08/22/2023,2020.768789,2943.087054,,2471.186882,3599.084744,,2432.818812,3543.204739,,3028.243669,4410.393107,,,,
Russell RAFI Global,08/21/2023,2018.240120,2939.010970,,2468.773220,3595.088367,,2421.517200,3526.272986,,3037.689395,4423.558113,,,,
Russell RAFI Global,08/18/2023,2020.023136,2941.478236,,2471.051325,3598.247743,,2426.777032,3533.777260,,3034.681683,4418.984102,,,,
Russell RAFI Global,08/17/2023,2024.662137,2947.909764,,2471.192942,3598.058989,,2428.776282,3536.300297,,3036.440522,4421.059939,,,,
Russell RAFI Global,08/16/2023,2036.759915,2964.868818,,2486.836060,3620.035251,,2439.368532,3550.937763,,3038.260599,4422.732422,,,,
Russell RAFI Global,08/15/2023,2052.801313,2987.923395,,2507.798791,3650.187980,,2451.276689,3567.918103,,3044.974519,4432.065853,,,,
Russell RAFI Global,08/14/2023,2068.899529,3011.003701,,2544.233054,3702.787417,,2478.429302,3607.018948,,3073.587488,4473.191265,,,,
Russell RAFI Global,08/11/2023,2079.218282,3025.544566,,2546.464388,3705.451013,,2475.467206,3602.140486,,3073.036466,4471.684796,,,,
Russell RAFI Global,08/10/2023,2087.890629,3037.848605,,2552.868805,3714.384667,,2475.301814,3601.525893,,3066.324761,4461.455149,,,,
Russell RAFI Global,08/09/2023,2081.725257,3027.629918,,2545.830181,3702.617142,,2475.856949,3600.849125,,3070.380432,4465.515141,,,,
Russell RAFI Global,08/08/2023,2082.480836,3028.382950,,2548.956419,3706.740550,,2485.127203,3613.918899,,3079.985507,4478.973076,,,,
Russell RAFI Global,08/07/2023,2095.572584,3047.376544,,2554.838485,3715.239897,,2487.795921,3617.746764,,3072.452717,4467.953251,,,,
Russell RAFI Global,08/04/2023,2088.615005,3037.042602,,2549.350269,3706.994996,,2475.149739,3599.100449,,3054.346781,4441.307408,,,,
Russell RAFI Global,08/03/2023,2084.241418,3030.287367,,2556.336176,3716.667921,,2490.413300,3620.822375,,3070.799497,4464.648308,,,,
Russell RAFI Global,08/02/2023,2093.132068,3042.700825,,2569.061930,3734.540679,,2502.295411,3637.484909,,3082.012428,4480.195923,,,,
Russell RAFI Global,08/01/2023,2125.137872,3089.104679,,2593.015133,3769.212006,,2528.409648,3675.301343,,3091.327556,4493.559945,,,,
Russell RAFI Global,07/31/2023,2136.718592,3105.832791,,2585.767983,3758.549686,,2531.581576,3679.786895,,3053.745221,4438.779202,,,,
Russell RAFI Global,07/28/2023,2130.977192,3097.401356,,2579.321150,3749.074770,,2522.491303,3666.471893,,3077.278399,4472.861709,,,,
Russell RAFI Global,07/27/2023,2121.183657,3082.819722,,2570.664462,3736.072109,,2520.949810,3663.819380,,3036.499894,4413.093475,,,,
Russell RAFI Global,07/26/2023,2124.657606,3087.600079,,2560.030036,3720.293057,,2508.532179,3645.455216,,3030.661170,4404.224775,,,,
Russell RAFI Global,07/25/2023,2121.386815,3082.733842,,2569.210927,3733.498018,,2509.092642,3646.135983,,3011.277109,4375.894950,,,,
Russell RAFI Global,07/24/2023,2113.775948,3071.533081,,2567.682575,3731.105928,,2492.080590,3621.248496,,3016.479679,4383.254115,,,,
Russell RAFI Global,07/21/2023,2104.387039,3057.504698,,2550.804968,3706.113955,,2473.532698,3593.843577,,3011.112585,4374.903810,,,,
Russell RAFI Global,07/20/2023,2107.204934,3061.529114,,2552.035255,3707.816979,,2469.290495,3587.598253,,2990.705325,4345.154700,,,,
Russell RAFI Global,07/19/2023,2109.318274,3064.318063,,2548.647578,3702.554947,,2462.159087,3576.908548,,3006.109285,4367.133730,,,,
Russell RAFI Global,07/18/2023,2102.969558,3055.001860,,2502.908031,3635.995900,,2444.808355,3551.594003,,2966.768066,4309.849340,,,,
Russell RAFI Global,07/17/2023,2089.749733,3035.732169,,2487.364215,3613.337734,,2430.304786,3530.448792,,2952.010079,4288.318271,,,,
Russell RAFI Global,07/14/2023,2092.082442,3039.035266,,2483.117463,3607.067001,,2430.853519,3531.146490,,2938.066914,4267.943169,,,,
Russell RAFI Global,07/13/2023,2096.871099,3045.849608,,2490.034948,3616.947162,,2446.864524,3554.239150,,2929.838377,4255.791916,,,,
Russell RAFI Global,07/12/2023,2078.530591,3018.776771,,2490.095198,3616.517157,,2441.492930,3545.929118,,2946.968391,4280.061966,,,,
Russell RAFI Global,07/11/2023,2052.591108,2980.976935,,2478.086104,3598.923085,,2439.652011,3543.105273,,2970.542142,4314.116717,,,,
Russell RAFI Global,07/10/2023,2033.157617,2952.645216,,2470.041529,3587.108173,,2419.636110,3513.907100,,2941.091777,4271.189058,,,,
Russell RAFI Global,07/07/2023,2028.116586,2945.144038,,2462.572299,3576.042016,,2419.588546,3513.622851,,2922.386605,4243.764657,,,,
Russell RAFI Global,07/06/2023,2022.282237,2935.933911,,2480.245136,3600.800950,,2430.832361,3529.063862,,2943.487220,4273.332272,,,,
Russell RAFI Global,07/05/2023,2052.185690,2977.710683,,2512.566459,3645.720765,,2465.302507,3577.141020,,2963.720224,4300.342515,,,,
Russell RAFI Global,07/04/2023,2064.312925,2994.754982,,2525.825396,3664.283694,,2473.501882,3588.376547,,2967.439303,4304.945016,,,,
Russell RAFI Global,07/03/2023,2064.923303,2994.834706,,2533.740098,3674.777059,,2473.212386,3586.991477,,2975.422736,4315.365738,,,,
Russell RAFI Global,06/30/2023,2051.044789,2974.402972,,2511.959690,3642.816778,,2455.801638,3561.376978,,2967.412434,4303.309421,,,,
Russell RAFI Global,06/29/2023,2035.654736,2951.639674,,2511.980397,3642.297916,,2442.187227,3541.099866,,2956.472177,4286.797962,,,,
Russell RAFI Global,06/28/2023,2030.456109,2942.517768,,2506.856712,3632.913011,,2433.268746,3526.270028,,2962.548541,4293.297295,,,,
Russell RAFI Global,06/27/2023,2028.056963,2938.929485,,2477.667126,3590.475564,,2419.406934,3506.048649,,2918.370815,4229.114956,,,,
Russell RAFI Global,06/26/2023,2014.460215,2918.995947,,2467.833147,3575.943025,,2412.218500,3495.356212,,2905.316845,4209.866262,,,,
Russell RAFI Global,06/23/2023,2011.155343,2913.871933,,2463.881409,3569.806237,,2414.125438,3497.717062,,2900.984898,4203.105694,,,,
Russell RAFI Global,06/22/2023,2033.255632,2945.759876,,2484.310700,3599.243825,,2423.506195,3511.150882,,2895.993854,4195.686150,,,,
Russell RAFI Global,06/21/2023,2040.098745,2955.410155,,2494.923351,3614.296527,,2432.661589,3524.100381,,2901.663716,4203.525165,,,,
Russell RAFI Global,06/20/2023,2043.007193,2959.201467,,2497.695518,3617.796485,,2447.972919,3545.775599,,2908.162711,4212.339237,,,,
Russell RAFI Global,06/19/2023,2058.112671,2980.722738,,2504.071109,3626.595276,,2460.993511,3564.206867,,2894.581685,4192.163804,,,,
Russell RAFI Global,06/16/2023,2065.357420,2991.058854,,2510.139671,3635.194284,,2469.430393,3576.238945,,2895.046739,4192.618234,,,,
Russell RAFI Global,06/15/2023,2065.047244,2990.477132,,2522.758998,3653.307746,,2472.227460,3580.131014,,2899.676528,4199.137029,,,,
Russell RAFI Global,06/14/2023,2052.372928,2971.699174,,2517.150118,3644.665560,,2469.956733,3576.332684,,2893.905052,4190.181587,,,,
Russell RAFI Global,06/13/2023,2044.532374,2959.635023,,2525.537323,3655.930719,,2472.365120,3578.959419,,2899.832559,4197.755003,,,,
Russell RAFI Global,06/12/2023,2026.949185,2933.293915,,2522.831243,3650.908266,,2463.645966,3565.258456,,2892.358605,4185.668767,,,,
Russell RAFI Global,06/09/2023,2021.835135,2925.453807,,2502.364018,3620.745438,,2455.259849,3552.589006,,2887.200086,4177.576271,,,,
Russell RAFI Global,06/08/2023,2018.082951,2919.818497,,2506.886363,3627.032858,,2447.631532,3541.301322,,2897.523963,4192.218193,,,,
Russell RAFI Global,06/07/2023,2011.855447,2910.117136,,2513.891482,3636.304333,,2454.435259,3550.301847,,2906.347862,4203.986291,,,,
Russell RAFI Global,06/06/2023,2005.782020,2901.208045,,2517.109446,3640.803487,,2450.917018,3545.061276,,2899.531358,4193.947107,,,,
Russell RAFI Global,06/05/2023,1995.758892,2886.405179,,2504.127507,3621.643192,,2433.888462,3520.058605,,2903.565254,4199.337816,,,,
Russell RAFI Global,06/02/2023,1996.700359,2887.505504,,2490.657273,3601.835674,,2431.858155,3516.803999,,2907.570423,4204.749882,,,,
Russell RAFI Global,06/01/2023,1960.326024,2834.602637,,2437.960280,3525.254756,,2386.221567,3450.441337,,2879.419518,4163.598329,,,,
Russell RAFI Global,05/31/2023,1940.541038,2805.444991,,2437.889343,3524.462669,,2377.758700,3437.531648,,2887.796464,4174.894509,,,,
Russell RAFI Global,05/30/2023,1964.687870,2839.920070,,2465.042614,3563.173622,,2392.422795,3458.203013,,2903.540368,4197.014036,,,,
Russell RAFI Global,05/29/2023,1970.465326,2847.234363,,2483.699242,3588.834443,,2403.603178,3473.099209,,2901.392949,4192.383188,,,,
Russell RAFI Global,05/26/2023,1966.541895,2841.421117,,2482.874270,3587.460507,,2399.601574,3467.141282,,2910.299806,4205.039998,,,,
Russell RAFI Global,05/25/2023,1953.972688,2823.076817,,2466.604894,3563.721814,,2379.153015,3437.372365,,2890.810090,4176.608505,,,,
Russell RAFI Global,05/24/2023,1965.510948,2839.457458,,2474.950029,3575.413978,,2385.641571,3446.395328,,2895.425998,4182.850750,,,,
Russell RAFI Global,05/23/2023,1987.053322,2870.428361,,2490.595306,3597.827658,,2408.208509,3478.814546,,2890.026615,4174.832284,,,,
Russell RAFI Global,05/22/2023,1998.644682,2886.871268,,2505.729176,3619.311440,,2417.658425,3492.100775,,2897.259245,4184.843131,,,,
Russell RAFI Global,05/19/2023,1995.828597,2881.478652,,2498.577337,3607.322427,,2416.937685,3489.455134,,2887.309822,4168.555170,,,,
Russell RAFI Global,05/18/2023,1994.002536,2878.638609,,2502.327056,3612.480498,,2418.650168,3491.680492,,2904.081000,4192.471946,,,,
Russell RAFI Global,05/17/2023,1987.229650,2867.673891,,2482.025084,3581.688976,,2399.073868,3461.986134,,2881.579366,4158.266214,,,,
Russell RAFI Global,05/16/2023,1979.948963,2856.776598,,2467.093610,3559.655031,,2380.165755,3434.230859,,2861.972642,4129.407686,,,,
Russell RAFI Global,05/15/2023,1993.115046,2875.461833,,2480.719766,3578.927880,,2396.213676,3457.011167,,2870.233816,4140.878775,,,,
Russell RAFI Global,05/12/2023,1985.260493,2863.487237,,2478.770293,3575.312722,,2387.429753,3443.565542,,2873.963983,4145.329650,,,,
Russell RAFI Global,05/11/2023,1990.597355,2869.983954,,2475.113002,3568.544177,,2381.678980,3433.833789,,2860.192768,4123.740710,,,,
Russell RAFI Global,05/10/2023,2000.772491,2883.218613,,2469.131691,3558.148906,,2382.071536,3432.690634,,2850.149197,4107.215214,,,,
Russell RAFI Global,05/09/2023,2002.958470,2886.181503,,2472.123289,3562.228881,,2388.265652,3441.393444,,2854.952374,4113.869986,,,,
Russell RAFI Global,05/08/2023,2008.915244,2894.094954,,2476.628766,3567.895080,,2382.645513,3432.500388,,2849.105723,4104.494960,,,,
Russell RAFI Global,05/05/2023,2002.777254,2884.696707,,2471.703699,3560.114091,,2376.984247,3423.685094,,2860.621507,4120.291174,,,,
Russell RAFI Global,05/04/2023,1977.583339,2847.523448,,2449.347157,3526.816456,,2348.363168,3381.409549,,2855.124891,4111.096061,,,,
Russell RAFI Global,05/03/2023,1987.991394,2861.245675,,2469.900375,3554.840219,,2349.509585,3381.566016,,2869.291170,4129.669261,,,,
Russell RAFI Global,05/02/2023,1990.431326,2864.370804,,2487.221011,3579.286135,,2368.248681,3408.076576,,2877.556569,4141.006483,,,,
Russell RAFI Global,05/01/2023,2013.142646,2896.747020,,2503.545712,3602.396778,,2394.943784,3446.127518,,2916.519652,4196.632379,,,,
Russell RAFI Global,04/28/2023,2015.006776,2899.405693,,2496.194569,3591.789779,,2384.241970,3430.700494,,2936.448043,4225.273222,,,,
Russell RAFI Global,04/27/2023,2001.580318,2878.006678,,2499.547887,3594.017909,,2374.700654,3414.504168,,2913.795394,4189.650809,,,,
Russell RAFI Global,04/26/2023,1984.545079,2852.921800,,2478.175120,3562.549373,,2347.454180,3374.628913,,2892.056534,4157.532736,,,,
Russell RAFI Global,04/25/2023,1990.742894,2861.494077,,2499.445122,3592.702721,,2368.943046,3405.119021,,2890.155068,4154.309245,,,,
Russell RAFI Global,04/24/2023,2012.532495,2892.415886,,2514.333927,3613.605947,,2383.581288,3425.687983,,2895.165932,4160.938496,,,,
Russell RAFI Global,04/21/2023,2009.087336,2886.370340,,2523.087540,3624.812576,,2391.644025,3435.973267,,2894.100626,4157.831300,,,,
Russell RAFI Global,04/20/2023,2014.597284,2894.093866,,2518.429090,3617.879484,,2397.110913,3443.598403,,2867.298201,4119.051585,,,,
Russell RAFI Global,04/19/2023,2021.553337,2903.779314,,2528.241187,3631.590781,,2409.777712,3461.428668,,2896.030274,4159.886684,,,,
Russell RAFI Global,04/18/2023,2027.141701,2911.651342,,2539.820271,3648.028698,,2415.557569,3469.546029,,2898.861422,4163.731497,,,,
Russell RAFI Global,04/17/2023,2020.019423,2901.266468,,2543.997976,3653.834184,,2417.324254,3471.898200,,2907.239210,4175.541847,,,,
Russell RAFI Global,04/14/2023,2019.900325,2900.974480,,2527.391880,3629.832251,,2397.088873,3442.691484,,2896.247182,4159.581073,,,,
